成交时间,成交品种,下单方向,开平标志,委托价格,成交价格,成交手数,委托单号,成交单号
2020-11-11 21:22:03.000000,rb2101,SELL,CLOSE,3827.0,3827.0,6,       13993,       16223
2020-11-11 21:22:10.000000,rb2101,BUY,OPEN,3828.0,3828.0,1,       14043,       16253
2020-11-11 21:22:13.000000,rb2101,BUY,OPEN,3828.0,3828.0,1,       14059,       16268
2020-11-11 21:22:14.000000,rb2101,BUY,OPEN,3828.0,3828.0,1,       14073,       16296
2020-11-11 21:22:17.000000,rb2101,SELL,OPEN,3827.0,3827.0,1,       14090,       16327
2020-11-11 21:34:56.000000,i2101,SELL,OPEN,834.5,834.5,1,       16643,       21521
2020-11-11 21:34:56.000000,i2101,SELL,OPEN,834.5,834.5,1,       16646,       21528
2020-11-11 21:54:03.000000,rb2101,BUY,OPEN,3831.0,3831.0,3,       25732,       29553
2020-11-11 21:54:15.000000,rb2101,BUY,OPEN,3830.0,3830.0,3,       25834,       29640
2020-11-11 21:54:24.000000,rb2101,BUY,OPEN,3830.0,3830.0,3,       25874,       29658
2020-11-11 22:02:28.000000,rb2101,BUY,OPEN,3830.0,3830.0,12,       29516,       33253
2020-11-11 22:10:54.000000,rb2101,SELL,CLOSE,3830.0,3830.0,24,       32225,       36832
2020-11-11 22:10:58.000000,rb2101,BUY,CLOSE,3831.0,3831.0,1,       32246,       36851
2020-11-11 22:11:00.000000,rb2101,BUY,OPEN,3831.0,3831.0,24,       32257,       36858
2020-11-11 22:11:03.000000,rb2101,SELL,CLOSE,3830.0,3830.0,24,       32288,       36886
2020-11-11 22:11:06.000000,rb2101,SELL,OPEN,3830.0,3830.0,24,       32306,       36907
2020-11-11 22:11:08.000000,rb2101,BUY,CLOSE,3830.0,3830.0,24,       32327,       36929
2020-11-11 22:23:48.000000,i2101,SELL,OPEN,835.0,835.0,1,       39539,       40978
2020-11-11 22:23:53.000000,i2101,SELL,OPEN,835.0,835.0,1,       39558,       41004
2020-11-11 22:34:08.000000,rb2101,BUY,OPEN,3830.0,3830.0,1,       38067,       45944
2020-11-11 22:34:12.000000,rb2101,SELL,OPEN,3829.0,3829.0,1,       38091,       46018
2020-11-11 22:35:46.000000,rb2101,BUY,OPEN,3830.0,3830.0,1,       38776,       47304
2020-11-11 23:35:18.000000,cu2012,BUY,OPEN,51740.0,51740.0,1,       50139,       63501
2020-11-11 23:35:25.000000,cu2012,BUY,OPEN,51750.0,51750.0,1,       50155,       63534
2020-11-11 23:35:33.000000,cu2012,BUY,OPEN,51750.0,51750.0,1,       50171,       63544
2020-11-11 23:37:19.000000,cu2012,BUY,OPEN,51740.0,51740.0,1,       50369,       63679
2020-11-11 23:37:31.000000,cu2012,BUY,OPEN,51750.0,51750.0,1,       50383,       63697
2020-11-11 23:37:41.000000,cu2012,BUY,OPEN,51740.0,51740.0,1,       50394,       63702
2020-11-11 23:37:42.000000,cu2012,BUY,OPEN,51740.0,51740.0,1,       50396,       63703
2020-11-11 23:37:50.000000,cu2012,BUY,OPEN,51740.0,51740.0,1,       50401,       63708
2020-11-11 23:37:56.000000,cu2012,SELL,CLOSE,51730.0,51730.0,1,       50409,       63711
2020-11-11 23:38:00.000000,cu2012,SELL,CLOSE,51730.0,51730.0,1,       50415,       63715
2020-11-11 23:38:01.000000,cu2012,SELL,CLOSE,51730.0,51730.0,1,       50418,       63717
2020-11-11 23:38:02.000000,cu2012,SELL,CLOSE,51730.0,51730.0,1,       50419,       63718
2020-11-11 23:38:02.000000,cu2012,SELL,CLOSE,51730.0,51730.0,1,       50420,       63719
2020-11-11 23:38:23.000000,cu2012,BUY,OPEN,51750.0,51750.0,1,       50474,       63759
2020-11-11 23:38:26.000000,cu2012,BUY,OPEN,51750.0,51750.0,1,       50480,       63763
2020-11-11 23:38:45.000000,cu2012,BUY,OPEN,51740.0,51740.0,1,       50510,       63780
2020-11-11 23:38:51.000000,cu2012,BUY,OPEN,51740.0,51740.0,1,       50540,       63808
2020-11-11 23:39:15.000000,cu2012,SELL,CLOSE,51720.0,51720.0,4,       50612,       63873
2020-11-11 23:39:19.000000,cu2012,SELL,CLOSE,51720.0,51720.0,3,       50617,       63875
2020-11-11 23:39:24.000000,cu2012,BUY,OPEN,51730.0,51730.0,1,       50626,       63886
2020-11-11 23:39:26.000000,cu2012,BUY,OPEN,51730.0,51730.0,1,       50634,       63896
2020-11-11 23:39:28.000000,cu2012,BUY,OPEN,51730.0,51730.0,1,       50636,       63902
2020-11-11 23:39:34.000000,cu2012,SELL,OPEN,51720.0,51720.0,1,       50643,       63907
2020-11-11 23:39:37.000000,cu2012,SELL,OPEN,51720.0,51720.0,1,       50648,       63913
2020-11-11 23:39:40.000000,cu2012,SELL,OPEN,51720.0,51720.0,1,       50649,       63914
2020-11-11 23:39:41.000000,cu2012,SELL,OPEN,51720.0,51720.0,1,       50652,       63918
2020-11-11 23:39:44.000000,cu2012,BUY,OPEN,51730.0,51730.0,1,       50653,       63919
2020-11-11 23:39:51.000000,cu2012,BUY,OPEN,51730.0,51730.0,1,       50656,       63922
2020-11-11 23:39:51.000000,cu2012,BUY,OPEN,51730.0,51730.0,1,       50657,       63923
2020-11-11 23:39:52.000000,cu2012,BUY,OPEN,51730.0,51730.0,1,       50658,       63924
2020-11-11 23:39:52.000000,cu2012,BUY,OPEN,51730.0,51730.0,1,       50659,       63925
2020-11-11 23:39:53.000000,cu2012,BUY,OPEN,51730.0,51730.0,1,       50660,       63926
2020-11-11 23:39:53.000000,cu2012,BUY,OPEN,51730.0,51730.0,1,       50661,       63927
2020-11-11 23:39:55.000000,cu2012,BUY,OPEN,51730.0,51730.0,1,       50666,       63928
2020-11-11 23:39:56.000000,cu2012,BUY,OPEN,51730.0,51730.0,1,       50667,       63929
2020-11-11 23:39:57.000000,cu2012,BUY,OPEN,51730.0,51730.0,1,       50668,       63930
2020-11-11 23:40:07.000000,cu2012,SELL,CLOSE,51730.0,51730.0,10,       50697,       63947
2020-11-11 23:40:16.000000,cu2012,SELL,CLOSE,51730.0,51730.0,3,       50702,       63953
2020-11-11 23:40:20.000000,cu2012,BUY,CLOSE,51740.0,51740.0,4,       50706,       63956
2020-11-11 23:40:21.000000,cu2012,BUY,OPEN,51740.0,51740.0,4,       50709,       63957
2020-11-11 23:40:26.000000,cu2012,BUY,OPEN,51740.0,51740.0,1,       50716,       63959
2020-11-11 23:41:58.000000,cu2012,BUY,OPEN,51750.0,51750.0,1,       51073,       64117
2020-11-11 23:42:17.000000,cu2012,BUY,OPEN,51750.0,51750.0,1,       51175,       64168
2020-11-11 23:42:18.000000,cu2012,BUY,OPEN,51750.0,51750.0,1,       51182,       64176
2020-11-11 23:42:19.000000,cu2012,BUY,OPEN,51750.0,51750.0,1,       51194,       64179
2020-11-11 23:42:19.000000,cu2012,BUY,OPEN,51750.0,51750.0,1,       51201,       64182
2020-11-11 23:42:19.000000,cu2012,BUY,OPEN,51750.0,51750.0,1,       51202,       64183
2020-11-11 23:42:20.000000,cu2012,BUY,OPEN,51750.0,51750.0,1,       51203,       64184
2020-11-11 23:42:20.000000,cu2012,BUY,OPEN,51750.0,51750.0,1,       51206,       64185
2020-11-11 23:42:20.000000,cu2012,BUY,OPEN,51750.0,51750.0,1,       51211,       64188
2020-11-11 23:42:20.000000,cu2012,BUY,OPEN,51750.0,51750.0,1,       51212,       64189
2020-11-11 23:42:20.000000,cu2012,BUY,OPEN,51750.0,51750.0,1,       51213,       64190
2020-11-11 23:47:16.000000,cu2012,SELL,CLOSE,51730.0,51730.0,16,       53374,       65720
2020-11-11 23:47:47.000000,cu2012,BUY,OPEN,51730.0,51730.0,1,       53449,       65748
2020-11-11 23:47:50.000000,cu2012,BUY,OPEN,51730.0,51730.0,1,       53451,       65750
2020-11-11 23:47:52.000000,cu2012,BUY,OPEN,51730.0,51730.0,1,       53452,       65751
2020-11-11 23:47:53.000000,cu2012,BUY,OPEN,51730.0,51730.0,1,       53453,       65752
2020-11-11 23:47:54.000000,cu2012,BUY,OPEN,51730.0,51730.0,1,       53455,       65755
2020-11-11 23:47:55.000000,cu2012,BUY,OPEN,51730.0,51730.0,1,       53460,       65756
2020-11-11 23:48:00.000000,cu2012,BUY,OPEN,51740.0,51740.0,1,       53467,       65763
2020-11-11 23:48:13.000000,cu2012,BUY,OPEN,51750.0,51750.0,1,       53492,       65769
2020-11-11 23:48:18.000000,cu2012,BUY,OPEN,51750.0,51750.0,1,       53497,       65771
2020-11-11 23:48:20.000000,cu2012,BUY,OPEN,51750.0,51750.0,1,       53500,       65772
2020-11-11 23:48:22.000000,cu2012,BUY,OPEN,51750.0,51750.0,1,       53503,       65773
2020-11-11 23:48:24.000000,cu2012,BUY,OPEN,51750.0,51750.0,1,       53506,       65776
2020-11-11 23:48:26.000000,cu2012,BUY,OPEN,51750.0,51750.0,1,       53510,       65780
2020-11-11 23:48:28.000000,cu2012,BUY,OPEN,51750.0,51750.0,1,       53516,       65786
2020-11-11 23:48:29.000000,cu2012,BUY,OPEN,51750.0,51750.0,1,       53519,       65790
2020-11-11 23:48:30.000000,cu2012,SELL,CLOSE,51730.0,51730.0,1,       53520,       65795
2020-11-11 23:48:31.000000,cu2012,SELL,CLOSE,51730.0,51730.0,1,       53522,       65797
2020-11-11 23:48:31.000000,cu2012,SELL,CLOSE,51730.0,51730.0,1,       53523,       65798
2020-11-11 23:48:32.000000,cu2012,SELL,CLOSE,51730.0,51730.0,1,       53524,       65799
2020-11-11 23:48:33.000000,cu2012,SELL,CLOSE,51730.0,51730.0,1,       53525,       65800
2020-11-11 23:49:06.000000,cu2012,BUY,OPEN,51750.0,51750.0,1,       53617,       65873
2020-11-11 23:50:14.000000,cu2012,SELL,CLOSE,51730.0,51730.0,11,       53831,       65950
2020-11-11 23:50:21.000000,cu2012,BUY,OPEN,51740.0,51740.0,1,       53837,       65954
2020-11-11 23:50:23.000000,cu2012,BUY,OPEN,51740.0,51740.0,1,       53838,       65955
2020-11-11 23:50:24.000000,cu2012,BUY,OPEN,51740.0,51740.0,1,       53839,       65956
2020-11-11 23:50:24.000000,cu2012,BUY,OPEN,51740.0,51740.0,1,       53840,       65957
2020-11-11 23:50:24.000000,cu2012,BUY,OPEN,51740.0,51740.0,1,       53842,       65959
2020-11-11 23:50:25.000000,cu2012,BUY,OPEN,51740.0,51740.0,1,       53844,       65961
2020-11-11 23:50:25.000000,cu2012,BUY,OPEN,51740.0,51740.0,1,       53845,       65962
2020-11-11 23:50:26.000000,cu2012,BUY,OPEN,51740.0,51740.0,1,       53848,       65965
2020-11-11 23:50:26.000000,cu2012,BUY,OPEN,51740.0,51740.0,1,       53851,       65968
2020-11-11 23:50:26.000000,cu2012,BUY,OPEN,51740.0,51740.0,1,       53854,       65971
2020-11-11 23:50:27.000000,cu2012,BUY,OPEN,51740.0,51740.0,1,       53856,       65973
2020-11-11 23:50:27.000000,cu2012,BUY,OPEN,51740.0,51740.0,1,       53858,       65975
2020-11-11 23:50:28.000000,cu2012,BUY,OPEN,51740.0,51740.0,1,       53862,       65979
2020-11-11 23:50:29.000000,cu2012,BUY,OPEN,51740.0,51740.0,1,       53864,       65981
2020-11-11 23:50:29.000000,cu2012,BUY,OPEN,51740.0,51740.0,1,       53867,       65984
2020-11-11 23:50:30.000000,cu2012,BUY,OPEN,51740.0,51740.0,1,       53869,       65986
2020-11-11 23:50:30.000000,cu2012,BUY,OPEN,51740.0,51740.0,1,       53871,       65988
2020-11-11 23:50:31.000000,cu2012,BUY,OPEN,51740.0,51740.0,1,       53872,       65989
2020-11-11 23:50:31.000000,cu2012,BUY,OPEN,51740.0,51740.0,1,       53873,       65990
2020-11-11 23:50:32.000000,cu2012,BUY,OPEN,51740.0,51740.0,1,       53874,       65991
2020-11-11 23:50:33.000000,cu2012,BUY,OPEN,51740.0,51740.0,1,       53875,       65992
2020-11-11 23:50:34.000000,cu2012,BUY,OPEN,51740.0,51740.0,1,       53876,       65993
2020-11-11 23:50:34.000000,cu2012,BUY,OPEN,51740.0,51740.0,1,       53877,       65994
2020-11-11 23:50:35.000000,cu2012,BUY,OPEN,51740.0,51740.0,1,       53878,       65995
2020-11-11 23:50:35.000000,cu2012,BUY,OPEN,51740.0,51740.0,1,       53880,       65997
2020-11-11 23:50:36.000000,cu2012,BUY,OPEN,51740.0,51740.0,1,       53882,       65999
2020-11-11 23:50:37.000000,cu2012,BUY,OPEN,51740.0,51740.0,1,       53883,       66000
2020-11-11 23:50:37.000000,cu2012,BUY,OPEN,51740.0,51740.0,1,       53884,       66001
2020-11-11 23:50:38.000000,cu2012,BUY,OPEN,51740.0,51740.0,1,       53887,       66003
2020-11-11 23:50:48.000000,cu2012,SELL,CLOSE,51730.0,51730.0,29,       53895,       66007
2020-11-11 23:50:50.000000,cu2012,BUY,OPEN,51740.0,51740.0,29,       53902,       66012
2020-11-11 23:50:54.000000,cu2012,SELL,CLOSE,51730.0,51730.0,1,       53907,       66016
2020-11-11 23:50:54.000000,cu2012,SELL,CLOSE,51730.0,51730.0,1,       53908,       66017
2020-11-11 23:50:55.000000,cu2012,SELL,CLOSE,51730.0,51730.0,1,       53913,       66018
2020-11-11 23:50:56.000000,cu2012,SELL,CLOSE,51730.0,51730.0,1,       53914,       66019
2020-11-11 23:50:56.000000,cu2012,SELL,CLOSE,51730.0,51730.0,1,       53915,       66020
2020-11-11 23:50:56.000000,cu2012,SELL,CLOSE,51730.0,51730.0,1,       53916,       66021
2020-11-11 23:50:56.000000,cu2012,SELL,CLOSE,51730.0,51730.0,1,       53918,       66023
2020-11-11 23:50:56.000000,cu2012,SELL,CLOSE,51730.0,51730.0,1,       53919,       66024
2020-11-11 23:50:57.000000,cu2012,SELL,CLOSE,51730.0,51730.0,1,       53920,       66025
2020-11-11 23:50:57.000000,cu2012,SELL,CLOSE,51730.0,51730.0,1,       53921,       66026
2020-11-11 23:50:57.000000,cu2012,SELL,CLOSE,51730.0,51730.0,1,       53922,       66027
2020-11-11 23:50:57.000000,cu2012,SELL,CLOSE,51730.0,51730.0,1,       53923,       66028
2020-11-11 23:50:58.000000,cu2012,SELL,CLOSE,51730.0,51730.0,1,       53924,       66029
2020-11-11 23:50:58.000000,cu2012,SELL,CLOSE,51730.0,51730.0,1,       53925,       66030
2020-11-11 23:50:58.000000,cu2012,SELL,CLOSE,51730.0,51730.0,1,       53926,       66031
2020-11-11 23:50:58.000000,cu2012,SELL,CLOSE,51730.0,51730.0,1,       53927,       66032
2020-11-11 23:50:59.000000,cu2012,SELL,CLOSE,51730.0,51730.0,1,       53928,       66033
2020-11-11 23:50:59.000000,cu2012,SELL,CLOSE,51730.0,51730.0,1,       53929,       66034
2020-11-11 23:50:59.000000,cu2012,SELL,CLOSE,51730.0,51730.0,1,       53930,       66035
2020-11-11 23:50:59.000000,cu2012,SELL,CLOSE,51730.0,51730.0,1,       53931,       66036
2020-11-11 23:51:00.000000,cu2012,SELL,CLOSE,51730.0,51730.0,1,       53932,       66037
2020-11-11 23:51:00.000000,cu2012,SELL,CLOSE,51730.0,51730.0,1,       53934,       66039
2020-11-11 23:51:00.000000,cu2012,SELL,CLOSE,51730.0,51730.0,1,       53935,       66040
2020-11-11 23:51:00.000000,cu2012,SELL,CLOSE,51730.0,51730.0,1,       53937,       66042
2020-11-11 23:51:00.000000,cu2012,SELL,CLOSE,51730.0,51730.0,1,       53938,       66043
2020-11-11 23:51:01.000000,cu2012,SELL,CLOSE,51730.0,51730.0,1,       53940,       66044
2020-11-11 23:51:01.000000,cu2012,SELL,CLOSE,51730.0,51730.0,1,       53941,       66045
2020-11-11 23:51:01.000000,cu2012,SELL,CLOSE,51730.0,51730.0,1,       53942,       66046
2020-11-11 23:51:02.000000,cu2012,SELL,CLOSE,51730.0,51730.0,1,       53946,       66049
2020-11-11 23:51:03.000000,cu2012,BUY,OPEN,51740.0,51740.0,1,       53947,       66050
2020-11-11 23:51:04.000000,cu2012,SELL,CLOSE,51730.0,51730.0,1,       53949,       66051
2020-11-12 00:00:10.000000,sc2012,BUY,OPEN,253.70000000000002,253.7,1,         947,       66551
2020-11-12 00:00:57.000000,sc2012,BUY,OPEN,253.5,253.5,1,         974,       66582
2020-11-12 00:01:54.000000,sc2012,BUY,OPEN,253.6,253.6,1,         985,       66614
2020-11-12 00:02:02.000000,sc2012,BUY,OPEN,253.6,253.6,1,         986,       66619
2020-11-12 00:02:05.000000,sc2012,BUY,OPEN,253.5,253.5,1,         987,       66624
2020-11-12 00:02:07.000000,sc2012,BUY,OPEN,253.5,253.5,1,         988,       66626
2020-11-12 00:02:09.000000,sc2012,BUY,OPEN,253.5,253.5,1,         989,       66628
2020-11-12 00:02:09.000000,sc2012,BUY,OPEN,253.4,253.4,1,         990,       66629
2020-11-12 00:02:11.000000,sc2012,BUY,OPEN,253.4,253.4,1,         991,       66630
2020-11-12 00:02:11.000000,sc2012,BUY,OPEN,253.4,253.4,1,         992,       66631
2020-11-12 00:02:11.000000,sc2012,BUY,OPEN,253.4,253.4,1,         993,       66633
2020-11-12 00:02:11.000000,sc2012,BUY,OPEN,253.4,253.4,1,         994,       66634
2020-11-12 00:02:12.000000,sc2012,BUY,OPEN,253.4,253.4,1,         995,       66635
2020-11-12 00:02:12.000000,sc2012,BUY,OPEN,253.4,253.4,1,         996,       66636
2020-11-12 00:02:12.000000,sc2012,BUY,OPEN,253.4,253.4,1,         997,       66637
2020-11-12 00:02:12.000000,sc2012,BUY,OPEN,253.4,253.4,1,         998,       66639
2020-11-12 00:02:13.000000,sc2012,BUY,OPEN,253.4,253.4,1,         999,       66642
2020-11-12 00:02:13.000000,sc2012,BUY,OPEN,253.4,253.4,1,        1000,       66643
2020-11-12 00:02:14.000000,sc2012,BUY,OPEN,253.4,253.4,1,        1001,       66645
2020-11-12 00:02:14.000000,sc2012,BUY,OPEN,253.4,253.4,1,        1002,       66646
2020-11-12 00:02:14.000000,sc2012,BUY,OPEN,253.4,253.4,1,        1003,       66647
2020-11-12 00:02:14.000000,sc2012,BUY,OPEN,253.4,253.4,1,        1004,       66648
2020-11-12 00:02:14.000000,sc2012,BUY,OPEN,253.4,253.4,1,        1005,       66650
2020-11-12 00:02:15.000000,sc2012,BUY,OPEN,253.4,253.4,1,        1006,       66651
2020-11-12 00:02:15.000000,sc2012,BUY,OPEN,253.4,253.4,1,        1007,       66652
2020-11-12 00:02:15.000000,sc2012,BUY,OPEN,253.4,253.4,1,        1008,       66653
2020-11-12 00:02:15.000000,sc2012,BUY,OPEN,253.4,253.4,1,        1009,       66654
2020-11-12 00:02:15.000000,sc2012,BUY,OPEN,253.4,253.4,1,        1010,       66655
2020-11-12 00:02:16.000000,sc2012,BUY,OPEN,253.4,253.4,1,        1011,       66656
2020-11-12 00:02:16.000000,sc2012,BUY,OPEN,253.4,253.4,1,        1012,       66657
2020-11-12 00:02:16.000000,sc2012,BUY,OPEN,253.3,253.3,1,        1013,       66658
2020-11-12 00:02:16.000000,sc2012,BUY,OPEN,253.3,253.3,1,        1014,       66659
2020-11-12 00:02:16.000000,sc2012,BUY,OPEN,253.3,253.3,1,        1015,       66660
